商品マスタID,Mycaアプリ上でのID,商品名,商品名カナ,エキスパンション,カード番号,レアリティ,封入パック,キーワード,JANコード,表示順,ジャンル,カテゴリ,販売店舗価格,買取価格,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,800056290,超神星アポロヌス・ドラゲリオン,,DM22,S4/S5,SR,不死鳥編 第4弾 超神龍雷撃,,,,,,12580,3000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22-s04.jpg,,,,
,800056285,黒神龍グールジェネレイド,,DM22,S3/S5,SR,不死鳥編 第4弾 超神龍雷撃,,,,,,5090,3000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22-s03.jpg,,,,
,800056280,超神星ペテルギウス・ファイナルキャノン,,DM22,S2/S5,SR,不死鳥編 第4弾 超神龍雷撃,,,,,,5940,800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22-s02.jpg,,,,
,800056275,究極銀河ユニバース,,DM22,S1/S5,SR,不死鳥編 第4弾 超神龍雷撃,,,,,,2960,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22-s01.jpg,,,,
,800056170,エボリューション・エッグ,,DM22,35/55,U,不死鳥編 第4弾 超神龍雷撃,,,,,,1280,800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22-035.jpg,,,,
,800056070,インフィニティ・ドラゴン,,DM22,15/55,R,不死鳥編 第4弾 超神龍雷撃,,,,,,80,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm22-015.jpg,,,,
,800055015,緑神龍ザールベルグ,,DMC33,45865,R,エッジ・オブ・ドラゴンデッキ,,,,,,680,400,,https://www.cardrush-dm.jp/data/cardrush-dm/product/1350.jpg,,,,
,800055000,超竜バジュラズテラ,,DMC33,45684,C,エッジ・オブ・ドラゴンデッキ,,,,,,2580,2000,,https://www.cardrush-dm.jp/data/cardrush-dm/product/961.jpg,,,,
,800053295,災勇鬼ダイゴクウ,,,S5/S5,SR,不死鳥編 第3弾 封魔王の系譜,,,,,,1280,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm21-s05.jpg,,,,
,800053290,キラ・ゼクス・ドラグーン,,DM21,S4/S5,SR,不死鳥編 第3弾 封魔王の系譜,,,,,,0,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm21-s04.jpg,,,,
,800053285,封魔の戦慄ジュマゾール,,DM21,S3/S5,SR,不死鳥編 第3弾 封魔王の系譜,,,,,,0,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm21-s03.jpg,,,,
,800053280,超神星ネプチューン・シュトローム,,DM21,S2/S5,SR,不死鳥編 第3弾 封魔王の系譜,,,,,,14280,5000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm21-s02.jpg,,,,
,800050290,超神星ライラ・ボルストーム,,DM20,S4/S5,SR,不死鳥編 第2弾 魔闘竜×機兵団,,,,,,4240,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm20-s04.jpg,,,,
,800050285,覇竜凰ドルザバード,,DM20,S3/S5,SR,不死鳥編 第2弾 魔闘竜×機兵団,,,,,,9180,5000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm20-s03.jpg,,,,
,800050280,無敵巨兵オメガブラックZ,,DM20,S2/S5,SR,不死鳥編 第2弾 魔闘竜×機兵団,,,,,,160,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm20-s02.jpg,,,,
,800050275,聖帝エルサル・バルティス,,DM20,S1/S5,SR,不死鳥編 第2弾 魔闘竜×機兵団,,,,,,70,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm20-s01.jpg,,,,
,800050095,偉大なる恵み,,DM20,20/55,R,不死鳥編 第2弾 魔闘竜×機兵団,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm20-020.jpg,,,,
,800050060,百発人形マグナム,,DM20,13/55,R,不死鳥編 第2弾 魔闘竜×機兵団,,,,,,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm20-013.jpg,,,,
,800048595,グレイト・カクタス,,DM19,S10/S10,SR,不死鳥編 第1弾,,,,,,0,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-s10.jpg,,,,
,800048585,オメガ・クライシス・ドラグーン,,DM19,S8/S10,SR,不死鳥編 第1弾,,,,,,0,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-s08.jpg,,,,
,800048580,爆竜凰ドラギリアス,,DM19,S7/S10,SR,不死鳥編 第1弾,,,,,,2110,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-s07.jpg,,,,
,800048575,超神星プルート・デスブリンガー,,DM19,S6/S10,SR,不死鳥編 第1弾,,,,,,5940,4000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-s06.jpg,,,,
,800048570,悪魔神デスモナーク,,DM19,S5/S10,SR,不死鳥編 第1弾,,,,,,840,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-s05.jpg,,,,
,800048560,超神星マーキュリー・ギガブリザード,,DM19,S3/S10,SR,不死鳥編 第1弾,,,,,,10880,5000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-s03.jpg,,,,
,800048555,護法の精霊アムシオン,,DM19,S2/S10,SR,不死鳥編 第1弾,,,,,,840,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-s02.jpg,,,,
,800048550,超神星ヴィーナス・ラ・セイントマザー,,DM19,S1/S10,SR,不死鳥編 第1弾,,,,,,0,5000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-s01.jpg,,,,
,800048230,封魔アドラク,,DM19,47/110,U,不死鳥編 第1弾,,,,,,0,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-047.jpg,,,,
,800048130,インフェルノ・ゲート,,DM19,27/110,R,不死鳥編 第1弾,,,,,,780,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-027.jpg,,,,
,800048040,超神星ジュピター・キングエンパイア,,DM19,9/110,VR,不死鳥編 第1弾,,,,,,840,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-009.jpg,,,,
,800048030,超神星マーズ・ディザスター,,DM19,7/110,VR,不死鳥編 第1弾,,,,,,0,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm19-007.jpg,,,,
,800047320,奇術ロボ・ジェントルマン,,Y5,P65/Y5,PROMO,デュエルロード[2007年4～6月]入賞者賞,,,,,,1880,1500,,https://www.cardrush-dm.jp/data/cardrush-dm/product/20220308_5fbb6a.jpg,,,,
,800047315,封魔アルゴルス・ヴァイソン,,Y5,P64/Y5,PROMO,デュエルロード[2007年4～6月]優勝者賞,,,,,,3390,2000,,https://www.ka-nabell.com/img/card/card100166694_1.jpg,,,,
,800047305,超神星イクシオン・バーニングレイブ,,Y5,P62/Y5,PROMO,カードゲームエキスポ2007勝利者賞,,,,,,3810,3000,,https://www.ka-nabell.com/img/card/card100028377_1.jpg,,,,
,800047280,超神星イクシオン・バーニングレイブ,,Y5,P57/Y5,PROMO,月刊コロコロコミック2007年3月号付録,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy5-057.jpg,,,,
,800047255,ロッポ・ロッポ,,Y5,P52/Y5,PROMO,デュエルロード[2007年1～3月]2・3位入賞者賞,,,,,,0,500,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FY5%2FY5_P52.jpg&w=256&q=75,,,,
,800047250,ポッピ・ラッキー,,Y5,P51/Y5,PROMO,デュエルロード[2007年1～3月]優勝者賞,,,,,,2540,3000,,https://www.ka-nabell.com/img/card/card100166691_1.jpg,,,,
,800047245,リップ・ウォッピー,,Y5,P50/Y5,PROMO,デュエルロード[2007年1月]参加賞,,,,,,580,300,,https://www.cardrush-dm.jp/data/cardrush-dm/product/20211101_ce9d8b.jpg,,,,
,800047225,ボルメテウス・レッド・ドラグーン,,Y5,P46/Y5,PROMO,ギャラクシー・テルセット,,,,,,780,500,,https://www.cardrush-dm.jp/data/cardrush-dm/product/rushdm283.jpg,,,,
,800047205,弾丸透魂スケルハンター,,Y5,P42/Y5,PROMO,デュエルロード[2006年9～12月]2・3位入賞者賞,,,,,,0,800,,https://www.ka-nabell.com/img/card/card100050191_1.jpg,,,,
,800047200,緑神龍ミルドガルムス,,Y5,P41/Y5,PROMO,デュエルロード[2006年9～12月]優勝者賞,,,,,,3390,5000,,https://www.ka-nabell.com/img/card/card100187343_1.jpg,,,,
,800047175,無敵巨兵パラディーンS,,Y5,P36/Y5,PROMO,ローソンスペクタクルセット,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy5-036.jpg,,,,
,800047155,シャーマン・ブロッコリー,,Y5,P32/Y5,PROMO,ローソン・レジェンダリーカード第2弾,,,,,,70,500,,https://www.cardrush-dm.jp/data/cardrush-dm/product/rushdm249.jpg,,,,
,800047150,道化人形ミケ,,Y5,P31/Y5,PROMO,ローソン・レジェンダリーカード第2弾,,,,,,0,500,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FY5%2FY5_P31.jpg&w=256&q=75,,,,
,800047145,黒神龍ギランド,,Y5,P30/Y5,PROMO,ローソン・レジェンダリーカード第2弾,,,,,,0,1500,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FY5%2FY5_P30.jpg&w=256&q=75,,,,
,800047140,無謀鉄人チョイヤ,,Y5,P29/Y5,PROMO,ローソン・レジェンダリーカード第2弾,,,,,,0,500,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FY5%2FY5_P29.jpg&w=256&q=75,,,,
,800047135,アクア・ガード,,Y5,P28/Y5,PROMO,ローソン・レジェンダリーカード第2弾,,,,,,380,200,,https://www.cardrush-dm.jp/data/cardrush-dm/product/rushdm209.jpg,,,,
,800047130,蒼天の守護者ラ・ウラ・ギガ,,Y5,P27/Y5,PROMO,ローソン・レジェンダリーカード第2弾,,,,,,0,500,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FY5%2FY5_P27.jpg&w=256&q=75,,,,
,800047125,早食王のリンパオ,,Y5,P26/Y5,PROMO,ローソン・レジェンダリーカード第2弾,,,,,,0,500,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FY5%2FY5_P26.jpg&w=256&q=75,,,,
,800047070,コマンダー・ラッキーロトファイブ,,Y5,P15/Y5,PROMO,ローソン・レジェンダリーカード第2弾,,,,,,4180,3500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy5-015.jpg,,,,
,800046745,神拳の超人,,DM18,S10/S10,SR,ベスト・チャレンジャー,,,,,,0,3000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-s10.jpg,,,,
,800046740,護りの角フィオナ,,DM18,S9/S10,SR,ベスト・チャレンジャー,,,,,,2110,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-s09.jpg,,,,
,800046735,メテオ・ドラゴン,,DM18,S8/S10,SR,ベスト・チャレンジャー,,,,,,0,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-s08.jpg,,,,
,800046730,機神装甲ヴァルディオス,,DM18,S7/S10,SR,ベスト・チャレンジャー,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-s07.jpg,,,,
,800046725,混沌の獅子デスライガー,,DM18,S6/S10,SR,ベスト・チャレンジャー,,,,,,0,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-s06.jpg,,,,
,800046715,アクア・スナイパー,,DM18,S4/S10,SR,ベスト・チャレンジャー,,,,,,780,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-s04.jpg,,,,
,800046710,クリスタル・パラディン,,DM18,S3/S10,SR,ベスト・チャレンジャー,,,,,,0,3000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-s03.jpg,,,,
,800046700,聖天使クラウゼ・バルキューラ,,DM18,S1/S10,SR,ベスト・チャレンジャー,,,,,,0,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-s01.jpg,,,,
,800046490,ロジック・キューブ,,DM18,99/140,C,ベスト・チャレンジャー,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-099.jpg,,,,
,800046445,ガイアズ・ソング,,DM18,90/140,U,ベスト・チャレンジャー,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-090.jpg,,,,
,800046240,ナチュラル・トラップ,,DM18,49/140,R,ベスト・チャレンジャー,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-049.jpg,,,,
,800046230,鳴動するギガ・ホーン,,DM18,47/140,R,ベスト・チャレンジャー,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-047.jpg,,,,
,800046050,ボルシャック・ドラゴン,,DM18,11/140,VR,ベスト・チャレンジャー,,,,,,0,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-011.jpg,,,,
,800046045,ガトリング・ワイバーン,,DM18,10/140,VR,ベスト・チャレンジャー,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-010.jpg,,,,
,800046035,凶骨の邪将クエイクス,,DM18,8/140,VR,ベスト・チャレンジャー,,,,,,0,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-008.jpg,,,,
,800046030,ギガルゴン,,DM18,7/140,VR,ベスト・チャレンジャー,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-007.jpg,,,,
,800046020,プラズマ・チェイサー,,DM18,5/140,VR,ベスト・チャレンジャー,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-005.jpg,,,,
,800046010,真理の伝道師レイーラ,,DM18,3/140,VR,ベスト・チャレンジャー,,,,,,780,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm18-003.jpg,,,,
,800045295,グランドクロス・カタストロフィー,,DM17,S5/S5,SR,転生編 第4弾 終末魔導大戦,,,,,,0,3500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-s05.jpg,,,,
,800045290,ネオウェーブ・カタストロフィー,,DM17,S4/S5,SR,転生編 第4弾 終末魔導大戦,,,,,,1,2000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-s04.jpg,,,,
,800045285,デュアルショック・ドラゴン,,DM17,S3/S5,SR,転生編 第4弾 終末魔導大戦,,,,,,0,2500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-s03.jpg,,,,
,800045275,悪魔神ゲドラ,,DM17,S2/S5,SR,転生編 第4弾 終末魔導大戦,,,,,,0,2000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-s02.jpg,,,,
,800045270,アストラル・テンペスト,,DM17,S1/S5,SR,転生編 第4弾 終末魔導大戦,,,,,,0,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-s01.jpg,,,,
,800045140,煉獄陣,,DM17,29/55,U,転生編 第4弾 終末魔導大戦,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-029.jpg,,,,
,800045095,成長の揺り籠,,DM17,20/55,R,転生編 第4弾 終末魔導大戦,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-020.jpg,,,,
,800045090,進化の化身,,DM17,19/55,R,転生編 第4弾 終末魔導大戦,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-019.jpg,,,,
,800045035,ヴァリアブル・ポーカー,,DM17,8/55,R,転生編 第4弾 終末魔導大戦,,,,,,680,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-008.jpg,,,,
,800045030,予言者プロキオン,,DM17,7/55,R,転生編 第4弾 終末魔導大戦,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-007.jpg,,,,
,800045020,プロミネンス・カタストロフィー,,DM17,5/55,VR,転生編 第4弾 終末魔導大戦,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-005.jpg,,,,
,800045010,ツナミ・カタストロフィー,,DM17,3/55,VR,転生編 第4弾 終末魔導大戦,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm17-003.jpg,,,,
,800044290,ボルメテウス・ホワイト・ドラゴン,,DMC27,S4/S5,SR,コロコロ・ドリーム・パック,,,,,,0,2000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmc27-s04.jpg,,,,
,800044275,守護聖天ラディア・バーレ,,DMC27,S1/S5,SR,コロコロ・ドリーム・パック,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmc27-s01.jpg,,,,
,800044045,ハイドロ・ハリケーン,,DMC27,10/55,R,コロコロ・ドリーム・パック,,,,,,780,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmc27-010.jpg,,,,
,800044010,滑空男,,DMC27,3/55,VR,コロコロ・ドリーム・パック,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmc27-003.jpg,,,,
,800043295,超神龍ブラムグレール,,DM16,S5/S5,SR,転生編 第3弾 魔導黙示録,,,,,,0,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-s05.jpg,,,,
,800043290,超竜ヴァルキリアス,,DM16,S4/S5,SR,転生編 第3弾 魔導黙示録,,,,,,6980,7000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-s04.jpg,,,,
,800043285,超神龍アバス・ノナリス,,DM16,S3/S5,SR,転生編 第3弾 魔導黙示録,,,,,,0,2000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-s03.jpg,,,,
,800043280,ルナ・コスモビュー,,DM16,S2/S5,SR,転生編 第3弾 魔導黙示録,,,,,,0,2500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-s02.jpg,,,,
,800043275,五連の精霊オファニス,,DM16,S1/S5,SR,転生編 第3弾 魔導黙示録,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-s01.jpg,,,,
,800043250,ドリル・スコール,,DM16,51/55,C,転生編 第3弾 魔導黙示録,,,,,,680,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-051.jpg,,,,
,800043230,緊縛の影バインド・シャドウ,,DM16,47/55,C,転生編 第3弾 魔導黙示録,,,,,,1280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-047.jpg,,,,
,800043130,盗掘人形モールス,,DM16,42/55,U,転生編 第3弾 魔導黙示録,,,,,,580,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-027.jpg,,,,
,800043080,スカイ・ジェット,,DM16,17/55,R,転生編 第3弾 魔導黙示録,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-017.jpg,,,,
,800043065,イモータル・ブレード,,DM16,14/55,R,転生編 第3弾 魔導黙示録,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-014.jpg,,,,
,800043035,インパクト・アブソーバー,,DM16,8/55,R,転生編 第3弾 魔導黙示録,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-008.jpg,,,,
,800043010,漆黒戦鬼デュランザメス,,DM16,3/55,VR,転生編 第3弾 魔導黙示録,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm16-003.jpg,,,,
,800040295,アクテリオン・フォース,,DM15,S5/S5,SR,転生編 第2弾 神滅奥義継承,,,,,,0,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm15-s05.jpg,,,,
,800040290,バジュラズ・ソウル,,DM15,S4/S5,SR,転生編 第2弾 神滅奥義継承,,,,,,0,4000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm15-s04.jpg,,,,
,800040285,黒神龍ベルザローグ,,DM15,S3/S5,SR,転生編 第2弾 神滅奥義継承,,,,,,0,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm15-s03.jpg,,,,
,800040280,アドミラル・クイーン,,DM15,S2/S5,SR,転生編 第2弾 神滅奥義継承,,,,,,0,3000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm15-s02.jpg,,,,
,800040275,聖霊王アルファディオス,,DM15,S1/S5,SR,転生編 第2弾 神滅奥義継承,,,,,,0,10000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm15-s01.jpg,,,,
,800040230,リアリティ・ヴォイド,,DM15,47/55,C,転生編 第2弾 神滅奥義継承,,,,,,780,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm15-047.jpg,,,,
,800040005,アクア・パトロール,,DM15,24/55,VR,転生編 第2弾 神滅奥義継承,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm15-002.jpg,,,,
,800036595,パワード・スタリオン,,DM14,S10/S10,SR,転生編 第1弾,,,,,,0,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-s10.jpg,,,,
,800036590,闘匠メサイヤ,,DM14,S9/S10,SR,転生編 第1弾,,,,,,0,5000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-s09.jpg,,,,
,800036585,ファイナル・ドラグアーマー,,DM14,S8/S10,SR,転生編 第1弾,,,,,,0,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-s08.jpg,,,,
,800036580,ボルベルグ・クロス・ドラゴン,,DM14,S7/S10,SR,転生編 第1弾,,,,,,0,10000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-s07.jpg,,,,
,800036575,蒼黒の知将ディアブロスト,,DM14,S6/S10,SR,転生編 第1弾,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-s06.jpg,,,,
,800036570,悪魔神ドルバロム,,DM14,S5/S10,SR,転生編 第1弾,,,,,,0,20000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-s05.jpg,,,,
,800036565,エメラルド・ミスト,,DM14,S4/S10,SR,転生編 第1弾,,,,,,780,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-s04.jpg,,,,
,800036560,クリスタル・ツヴァイランサー,,DM14,S3/S10,SR,転生編 第1弾,,,,,,0,10000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-s03.jpg,,,,
,800036555,グロリアス・ヘブンズアーム,,DM14,S2/S10,SR,転生編 第1弾,,,,,,0,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-s02.jpg,,,,
,800036550,太陽の精霊マルシアス,,DM14,S1/S10,SR,転生編 第1弾,,,,,,0,1300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-s01.jpg,,,,
,800036340,フェアリー・ギフト,,DM14,69/110,U,転生編 第1弾,,,,,,380,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-069.jpg,,,,
,800036270,怨念怪人ギャスカ,,DM14,55/110,U,転生編 第1弾,,,,,,0,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-055.jpg,,,,
,800036240,ブルータル・リベンジャー,,DM14,49/110,U,転生編 第1弾,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-049.jpg,,,,
,800036065,巡霊者メスタポ,,DM14,14/110,R,転生編 第1弾,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-014.jpg,,,,
,800036045,口寄の化身,,DM14,10/110,VR,転生編 第1弾,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-010.jpg,,,,
,800036020,奇術王エンドレス・パペット,,DM14,5/110,VR,転生編 第1弾,,,,,,980,700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm14-005.jpg,,,,
,800035195,シビレアシダケ,,Y4,P40/Y4,PROMO,ローソン・レジェンダリーカード,,,,,,0,1500,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FY4%2FY4_P40.jpg&w=256&q=75,,,,
,800035190,鳴動するギガ・ホーン,,Y4,P39/Y4,PROMO,ローソン・レジェンダリーカード,,,,,,1380,1000,,https://www.ka-nabell.com/img/card/card100020978_1.jpg,,,,
,800035185,凶戦士ブレイズ・クロー,,Y4,P38/Y4,PROMO,ローソン・レジェンダリーカード,,,,,,3080,2500,,https://www.cardrush-dm.jp/data/cardrush-dm/product/846.jpg,,,,
,800035175,煉獄陣,,Y4,P36/Y4,PROMO,ローソン・レジェンダリーカード,,,,,,380,200,,https://www.cardrush-dm.jp/data/cardrush-dm/product/20220922_fae4a3.jpg,,,,
,800035160,クリスタル・ランサー,,Y4,P33/Y4,PROMO,ローソン・レジェンダリーカード,,,,,,180,50,,https://www.cardrush-dm.jp/data/cardrush-dm/product/0204kurirann334.jpg,,,,
,800035140,ダンディ・ナスオ,,Y4,P29/Y4,PROMO,デュエルロード[2006年4～6月]入賞者賞,,,,,,3080,2500,,https://www.cardrush-dm.jp/data/cardrush-dm/product/1136.jpg,,,,
,800035135,黒龍王ダーク・ジオス,,Y4,P28/Y4,PROMO,スプリングギャラクシーリーグ予選通過者賞,,,,,,7280,6000,,https://www.ka-nabell.com/img/card/card100001997_1.jpg,,,,
,800035125,紅神龍ガルドス,,Y4,P26/Y4,PROMO,次世代WHF日本一決定戦参加賞,,,,,,880,600,,https://www.cardrush-dm.jp/data/cardrush-dm/product/20241218_2190a9.jpg,,,,
,800035120,ネオ・ボルシャック・ドラゴン,,Y4,P25/Y4,PROMO,コロコロイチバン第7号付録,,,,,,180,50,,https://www.cardrush-dm.jp/data/cardrush-dm/product/rushdm263.jpg,,,,
,800035105,ノーブル・エンフォーサー,,Y4,P22/Y4,PROMO,次世代WHF2006冬参加賞,,,,,,580,300,,https://www.cardrush-dm.jp/data/cardrush-dm/product/rushdm469.jpg,,,,
,800035085,空神兵ウィングライオス,,Y4,P18/Y4,PROMO,デュエルロード[2006年1～3月]入賞者賞,,,,,,0,300,,https://www.cardrush-dm.jp/data/cardrush-dm/product/rushdm306.jpg,,,,
,800035025,進化設計図,,Y4,P6/Y4,PROMO,デュエルロード[2005年7～9月]入賞者賞,,,,,,3680,3000,,https://www.ka-nabell.com/img/card/card100000401_1.jpg,,,,
,800035000,デモニック・プロテクター,,Y4,P1/Y4,PROMO,月刊コロコロコミック2005年6月号付録,,,,,,180,50,,https://www.cardrush-dm.jp/data/cardrush-dm/product/rushdm258.jpg,,,,
,800034295,無双恐皇ガラムタ,,DM13,S5/S5,SR,聖拳編 第4弾 龍炎鳳神誕,,,,,,0,4000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm13-s05.jpg,,,,
,800034290,剛撃戦攻ドルゲーザ,,DM13,S4/S5,SR,聖拳編 第4弾 龍炎鳳神誕,,,,,,0,2000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dm13-s04.jpg,,,,
